topic_id;tokens1_19;match;ngramms;profondeur;BT1;MT;Domain;COMMENTAIRES
EU_en_Pres1-100_63;;;;;;;;
EU_en_Pres1-100_64;economic|policy|monetary|countries|rate|will|growth|measures|term|balance|year|rates|situation|public|inflation|payments|member|deficit|exchange;economics;1;2;social sciences;MT 3611 humanities;36 SCIENCE;
EU_en_Pres1-100_64;;in country;2;4;euro area;MT 2406 monetary relations;24 FINANCE;
EU_en_Pres1-100_64;;rates;1;2;tax on income;MT 2446 taxation;24 FINANCE;
EU_en_Pres1-100_64;;will;1;3;transfer of property;MT 1211 civil law;12 LAW;
EU_en_Pres1-100_64;;rates;1;2;tax on income;MT 2446 taxation;24 FINANCE;
EU_en_Pres1-100_64;;publication;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres1-100_64;;inflation;1;2;economic cycle;MT 1611 economic conditions;16 ECONOMICS;
EU_en_Pres1-100_64;;payment;1;2;management accounting;MT 4026 accounting;40 BUSINESS AND COMPETITION;
EU_en_Pres1-100_64;;economic policy;2;1;economic policy;MT 1606 economic policy;16 ECONOMICS;
EU_en_Pres1-100_64;;economic growth;2;2;economic development;MT 1611 economic conditions;16 ECONOMICS;
EU_en_Pres1-100_64;;economic situation;2;2;economic conditions;MT 1611 economic conditions;16 ECONOMICS;
EU_en_Pres1-100_64;;;;;;;;
EU_en_Pres1-100_65;community|agreement|european|economic|government|trade|Bangladesh|republic|products|letter|jute|letters|India|will|honour|article|exchange|cooperation|consideration;agreement ;1;2;EU relations;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres1-100_65;;Europeanism;1;3;European integration;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres1-100_65;;economics;1;2;social sciences;MT 3611 humanities;36 SCIENCE;
EU_en_Pres1-100_65;;government;1;2;executive body;MT 0436 executive power and public service;04 POLITICS;
EU_en_Pres1-100_65;;Bangladesh;1;2;South Asia;MT 7226 Asia and Oceania || MT 7231 economic geography;72 GEOGRAPHY;
EU_en_Pres1-100_65;;republic;1;2;political system;MT 0406 political framework;04 POLITICS;
EU_en_Pres1-100_65;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres1-100_65;;letter;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres1-100_65;;jute;1;2;textile plant;MT 6006 plant product;60 AGRI-FOODSTUFFS;
EU_en_Pres1-100_65;;letter;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres1-100_65;;India;1;2;South Asia;MT 7226 Asia and Oceania || MT 7231 economic geography;72 GEOGRAPHY;
EU_en_Pres1-100_65;;will;1;3;transfer of property;MT 1211 civil law;12 LAW;
EU_en_Pres1-100_65;;honour;1;2;social life;MT 2826 social affairs;28 SOCIAL QUESTIONS;
EU_en_Pres1-100_65;;cooperative;1;2;organisation;MT 4016 legal form of organisations;40 BUSINESS AND COMPETITION;
EU_en_Pres1-100_65;;European Communities;2;1;European Communities;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres1-100_65;;Community production;2;2;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres1-100_65;;economic agreement;2;2;international agreement;MT 0806 international affairs;08 INTERNATIONAL RELATIONS;
EU_en_Pres1-100_65;;;;;;;;
EU_en_Pres1-100_66;tax|taxable|directive|goods|services|rate|member|taxation|amount|taxes|person|transactions|excise|exemption|states|State|article|persons|supplies;tax;1;1;tax;MT 2446 taxation;24 FINANCE;
EU_en_Pres1-100_66;;directive;1;4;regulation;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres1-100_66;;service;1;2;goods and services;MT 2026 consumption;20 TRADE;
EU_en_Pres1-100_66;;rates;1;2;tax on income;MT 2446 taxation;24 FINANCE;
EU_en_Pres1-100_66;;tax;1;1;tax;MT 2446 taxation;24 FINANCE;
EU_en_Pres1-100_66;;personality;1;3;psychology;MT 3611 humanities;36 SCIENCE;
EU_en_Pres1-100_66;;excision;1;2;social problem;MT 2826 social affairs;28 SOCIAL QUESTIONS;
EU_en_Pres1-100_66;;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres1-100_66;;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres1-100_66;;personality;1;3;psychology;MT 3611 humanities;36 SCIENCE;
EU_en_Pres1-100_66;;supply;1;1;supply;MT 2016 trade;20 TRADE;
EU_en_Pres1-100_66;;;;;;;;
EU_en_Pres1-100_67;tho|bo|tha|artiole|whioh|ho|ia|provided|counoil|aro|io|aa|application|fron|ito|tine|economio|ba|boon;provider;1;3;Internet;MT 3226 communications;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres1-100_67;;AA;1;2;climate change policy;MT 5206 environmental policy;52 ENVIRONMENT;
EU_en_Pres1-100_67;;economics;1;2;social sciences;MT 3611 humanities;36 SCIENCE;
EU_en_Pres1-100_67;;;;;;;;
EU_en_Pres1-100_68;export|regulation|levy|eec|rice|article|refund|market|tender|fixed|fixing|refunds|common|advance|commission|minimum|issued|invitation|cereals;export;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres1-100_68;;regulation;1;3;legislation;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres1-100_68;;EEC;1;2;European Communities;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres1-100_68;;rice;1;2;cereals;MT 6006 plant product;60 AGRI-FOODSTUFFS;
EU_en_Pres1-100_68;;marketing;1;1;marketing;MT 2031 marketing;20 TRADE;
EU_en_Pres1-100_68;;tendering;1;2;public contract;MT 2006 trade policy;20 TRADE;
EU_en_Pres1-100_68;;advance;1;2;budget financing;MT 2441 budget;24 FINANCE;
EU_en_Pres1-100_68;;cereals;1;1;cereals;MT 6006 plant product;60 AGRI-FOODSTUFFS;
EU_en_Pres1-100_68;;export levy;2;2;export policy;MT 2006 trade policy;20 TRADE;
EU_en_Pres1-100_68;;export refund;2;3;export financing;MT 2006 trade policy;20 TRADE;
EU_en_Pres1-100_68;;export refund;2;3;export financing;MT 2006 trade policy;20 TRADE;
EU_en_Pres1-100_68;;;;;;;;
EU_en_Pres1-100_69;republic|french|italian|federal|decision|Germany|german|measures|article|commission|Italy|december|apply|government|treaty|France|common|application|period;republic;1;2;political system;MT 0406 political framework;04 POLITICS;
EU_en_Pres1-100_69;;federalism;1;2;political system;MT 0406 political framework;04 POLITICS;
EU_en_Pres1-100_69;;decision;1;4;regulation;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres1-100_69;;Germany;1;2;Western Europe;MT 7206 Europe || MT 7231 economic geography || MT 7236 political geography;72 GEOGRAPHY;
EU_en_Pres1-100_69;;Germany;1;2;Western Europe;MT 7206 Europe || MT 7231 economic geography || MT 7236 political geography;72 GEOGRAPHY;
EU_en_Pres1-100_69;;Italy;1;2;Southern Europe;MT 7206 Europe || MT 7231 economic geography || MT 7236 political geography;72 GEOGRAPHY;
EU_en_Pres1-100_69;;government;1;2;executive body;MT 0436 executive power and public service;04 POLITICS;
EU_en_Pres1-100_69;;France;1;2;Western Europe;MT 7206 Europe || MT 7231 economic geography || MT 7236 political geography;72 GEOGRAPHY;
EU_en_Pres1-100_69;;periodical;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres1-100_69;;;;;;;;
EU_en_Pres1-100_70;data|statistics|survey|processing|european|industry|statistical|community|systems|surveys|users|market|national|system|computer|software|states|sector|member;statistics;1;1;statistics;MT 1631 economic analysis;16 ECONOMICS;
EU_en_Pres1-100_70;;Europeanism;1;3;European integration;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres1-100_70;;industrialization;1;2;industrial policy;MT 6806 industrial structures and policy;68 INDUSTRY;
EU_en_Pres1-100_70;;statistics;1;1;statistics;MT 1631 economic analysis;16 ECONOMICS;
EU_en_Pres1-100_70;;marketing;1;1;marketing;MT 2031 marketing;20 TRADE;
EU_en_Pres1-100_70;;nationalism;1;2;political ideology;MT 0406 political framework;04 POLITICS;
EU_en_Pres1-100_70;;computer;1;3;computer equipment;MT 3236 information technology and data processing;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres1-100_70;;software;1;2;information technology industry;MT 3236 information technology and data processing;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres1-100_70;;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres1-100_70;;statistical data;2;1;statistical data;MT 1631 economic analysis;16 ECONOMICS;
EU_en_Pres1-100_70;;data processing;2;1;data processing;MT 3236 information technology and data processing;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres1-100_70;;statistical data;2;1;statistical data;MT 1631 economic analysis;16 ECONOMICS;
EU_en_Pres1-100_70;;statistical survey;2;1;statistical survey;MT 1631 economic analysis;16 ECONOMICS;
EU_en_Pres1-100_70;;;;;;;;
EU_en_Pres1-100_71;products|manufacture|product|exceed|materials|finished|originating|working|heading|processing|parts|conditions|textile|list|yarn|status|origin|headings|assembly;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres1-100_71;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres1-100_71;;work;1;1;work;MT 4416 organisation of work and working conditions;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres1-100_71;;heading;1;3;information analysis;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres1-100_71;;heading;1;3;information analysis;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres1-100_71;;work productivity;2;3;work study;MT 4416 organisation of work and working conditions;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres1-100_71;;textile product;2;2;textile industry;MT 6841 leather and textile industries;68 INDUSTRY;
EU_en_Pres1-100_71;;;;;;;;
EU_en_Pres1-100_71;;;;;;;;
EU_en_Pres1-100_72;tion|pro|con|ment|tions|well|ments|sion|nity|commu|ing|de|tive|para|ting|mission|munity|current|parti;con;1;2;offence;MT 1216 criminal law;12 LAW;
EU_en_Pres1-100_73;sugar|price|intervention|year|production|marketing|tobacco|white|prices|account|basic|beet|fixed|council|community|leaf|raw|quality|target;sugar;1;1;sugar;MT 6021 beverages and sugar;60 AGRI-FOODSTUFFS;
EU_en_Pres1-100_73;;prices;1;1;prices;MT 2451 prices;24 FINANCE;
EU_en_Pres1-100_73;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres1-100_73;;marketing;1;1;marketing;MT 2031 marketing;20 TRADE;
EU_en_Pres1-100_73;;tobacco;1;2;industrial plant;MT 6006 plant product;60 AGRI-FOODSTUFFS;
EU_en_Pres1-100_73;;prices;1;1;prices;MT 2451 prices;24 FINANCE;
EU_en_Pres1-100_73;;accounting;1;1;accounting;MT 4026 accounting;40 BUSINESS AND COMPETITION;
EU_en_Pres1-100_73;;beet;1;2;vegetable;MT 6006 plant product;60 AGRI-FOODSTUFFS;
EU_en_Pres1-100_73;;white sugar;2;2;sugar;MT 6021 beverages and sugar;60 AGRI-FOODSTUFFS;
EU_en_Pres1-100_73;;;;;;;;
EU_en_Pres1-100_74;intervention|agency|storage|metric|agencies|tons|quantity|stocks|quantities|held|costs|sale|private|market|common|contract|place|conditions|provided;storage;1;1;storage;MT 2036 distributive trades;20 TRADE;
EU_en_Pres1-100_74;;stock;1;2;storage;MT 2036 distributive trades;20 TRADE;
EU_en_Pres1-100_74;;costing;1;2;management accounting;MT 4026 accounting;40 BUSINESS AND COMPETITION;
EU_en_Pres1-100_74;;sale;1;2;commercial transaction;MT 2031 marketing;20 TRADE;
EU_en_Pres1-100_74;;privatization;1;2;ownership;MT 1211 civil law;12 LAW;
EU_en_Pres1-100_74;;marketing;1;1;marketing;MT 2031 marketing;20 TRADE;
EU_en_Pres1-100_74;;contract;1;2;civil law;MT 1211 civil law;12 LAW;
EU_en_Pres1-100_74;;provider;1;3;Internet;MT 3226 communications;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres1-100_74;;intervention stock;2;4;market support;MT 2006 trade policy;20 TRADE;
EU_en_Pres1-100_74;;market intervention;2;2;trade policy;MT 2006 trade policy;20 TRADE;
EU_en_Pres1-100_74;;;;;;;;
EU_en_Pres1-100_75;market|products|oil|article|companies|agreement|undertakings|competition|sales|trade|dealers|commission|prices|distribution|agreements|sale|japanese|concerned|consumers;marketing;1;1;marketing;MT 2031 marketing;20 TRADE;
EU_en_Pres1-100_75;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres1-100_75;;agreement ;1;2;EU relations;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres1-100_75;;competitiveness;1;2;business policy;MT 4006 business organisation;40 BUSINESS AND COMPETITION;
EU_en_Pres1-100_75;;sale;1;2;commercial transaction;MT 2031 marketing;20 TRADE;
EU_en_Pres1-100_75;;dealer;1;3;distributor;MT 2036 distributive trades;20 TRADE;
EU_en_Pres1-100_75;;prices;1;1;prices;MT 2451 prices;24 FINANCE;
EU_en_Pres1-100_75;;agreement ;1;2;EU relations;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres1-100_75;;sale;1;2;commercial transaction;MT 2031 marketing;20 TRADE;
EU_en_Pres1-100_75;;consumer;1;1;consumer;MT 2026 consumption;20 TRADE;
EU_en_Pres1-100_75;;market prices;2;1;market prices;MT 2451 prices;24 FINANCE;
EU_en_Pres1-100_75;;;;;;;;
EU_en_Pres1-100_76;compensatory|amounts|amount|applicable|trade|member|states|accession|products|community|third|originally|importation|constituted|countries|levied|account|article|goods;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres1-100_76;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres1-100_76;;import;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres1-100_76;;constitution;1;2;source of law;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres1-100_76;;in country;2;4;euro area;MT 2406 monetary relations;24 FINANCE;
EU_en_Pres1-100_76;;accounting;1;1;accounting;MT 4026 accounting;40 BUSINESS AND COMPETITION;
EU_en_Pres1-100_76;;compensatory levy;2;2;common tariff policy;MT 2011 tariff policy;20 TRADE;
EU_en_Pres1-100_76;;;;;;;;
EU_en_Pres1-100_77;products|fish|community|fishery|references|repealed|consolidation|fishing|frozen|producers|fresh|annex|listed|council|guide|industry|chilled|standards|product;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres1-100_77;;fish;1;2;fishery resources;MT 5641 fisheries;56 AGRICULTURE, FORESTRY AND FISHERIES;
EU_en_Pres1-100_77;;fisheries;1;1;fisheries;MT 5641 fisheries;56 AGRICULTURE, FORESTRY AND FISHERIES;
EU_en_Pres1-100_77;;repeal;1;2;legal system;MT 1226 organisation of the legal system;12 LAW;
EU_en_Pres1-100_77;;fish;1;2;fishery resources;MT 5641 fisheries;56 AGRICULTURE, FORESTRY AND FISHERIES;
EU_en_Pres1-100_77;;guide;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres1-100_77;;industrialization;1;2;industrial policy;MT 6806 industrial structures and policy;68 INDUSTRY;
EU_en_Pres1-100_77;;standard;1;3;standardisation;MT 6411 technology and technical regulations;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres1-100_77;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres1-100_77;;production standard;2;4;standard;MT 6411 technology and technical regulations;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres1-100_77;;;;;;;;
EU_en_Pres1-100_78;beef|meat|animals|veal|bovine|premium|slaughter|frozen|animal|processing|cattle|adult|cows|premiums|community|cut|system|fresh|calves;beef;1;3;meat;MT 6011 animal product;60 AGRI-FOODSTUFFS;
EU_en_Pres1-100_78;;meat;1;2;animal product;MT 6011 animal product;60 AGRI-FOODSTUFFS;
EU_en_Pres1-100_78;;animism;1;2;religion;MT 2831 culture and religion;28 SOCIAL QUESTIONS;
EU_en_Pres1-100_78;;veal;1;4;beef;MT 6011 animal product;60 AGRI-FOODSTUFFS;
EU_en_Pres1-100_78;;animism;1;2;religion;MT 2831 culture and religion;28 SOCIAL QUESTIONS;
EU_en_Pres1-100_78;;cattle;1;2;livestock;MT 5626 means of agricultural production;56 AGRICULTURE, FORESTRY AND FISHERIES;
EU_en_Pres1-100_78;;adult;1;3;distribution by age;MT 2816 demography and population;28 SOCIAL QUESTIONS;
EU_en_Pres1-100_78;;cow;1;3;cattle;MT 5626 means of agricultural production;56 AGRICULTURE, FORESTRY AND FISHERIES;
EU_en_Pres1-100_78;;cutting ;1;2;means of agricultural production;MT 5626 means of agricultural production;56 AGRICULTURE, FORESTRY AND FISHERIES;
EU_en_Pres1-100_78;;;;;;;;
EU_en_Pres1-100_79;products|community|imports|quantitative|trade|textiles|countries|arrangement|import|cotton|export|exports|textile|limits|quotas|annex|authorities|will|subject;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres1-100_79;;import;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres1-100_79;;in country;2;4;euro area;MT 2406 monetary relations;24 FINANCE;
EU_en_Pres1-100_79;;import;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres1-100_79;;cotton;1;2;textile plant;MT 6006 plant product;60 AGRI-FOODSTUFFS;
EU_en_Pres1-100_79;;export;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres1-100_79;;export;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres1-100_79;;limitation;1;3;admissibility;MT 1221 justice;12 LAW;
EU_en_Pres1-100_79;;quota;1;3;non-tariff barrier;MT 2021 international trade;20 TRADE;
EU_en_Pres1-100_79;;author;1;2;arts;MT 2831 culture and religion;28 SOCIAL QUESTIONS;
EU_en_Pres1-100_79;;will;1;3;transfer of property;MT 1211 civil law;12 LAW;
EU_en_Pres1-100_79;;textile product;2;2;textile industry;MT 6841 leather and textile industries;68 INDUSTRY;
EU_en_Pres1-100_79;;textile product;2;2;textile industry;MT 6841 leather and textile industries;68 INDUSTRY;
EU_en_Pres1-100_79;;production quota;2;2;production policy;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres1-100_79;;Community import;2;3;import;MT 2016 trade;20 TRADE;
EU_en_Pres1-100_79;;;;;;;;
EU_en_Pres1-100_80;community|european|decision|commission|regard|member|states|council|article|treaty|economic|july|establishing|concerning|june|brussels|january|december|february;Europeanism;1;3;European integration;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres1-100_80;;decision;1;4;regulation;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres1-100_80;;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres1-100_80;;economics;1;2;social sciences;MT 3611 humanities;36 SCIENCE;
EU_en_Pres1-100_80;;establishment;1;2;company structure;MT 4006 business organisation;40 BUSINESS AND COMPETITION;
EU_en_Pres1-100_80;;European Communities;2;1;European Communities;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres1-100_80;;Community decision;2;2;EU act;MT 1011 European Union law;10 EUROPEAN UNION;
EU_en_Pres1-100_80;;;;;;;;
EU_en_Pres1-100_81;steel|will|products|treaty|ECSC|article|market|iron|undertakings|production|tonnes|high|commission|scrap|capital|decision|proposed|position|loan;steel;1;3;iron and steel product;MT 6816 iron, steel and other metal industries;68 INDUSTRY;
EU_en_Pres1-100_81;;will;1;3;transfer of property;MT 1211 civil law;12 LAW;
EU_en_Pres1-100_81;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres1-100_81;;ECSC;1;2;European Communities;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres1-100_81;;marketing;1;1;marketing;MT 2031 marketing;20 TRADE;
EU_en_Pres1-100_81;;iron;1;3;ferrous metal;MT 6816 iron, steel and other metal industries;68 INDUSTRY;
EU_en_Pres1-100_81;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres1-100_81;;scrap;1;2;waste;MT 5216 deterioration of the environment;52 ENVIRONMENT;
EU_en_Pres1-100_81;;capitalism;1;2;economic system;MT 1621 economic structure;16 ECONOMICS;
EU_en_Pres1-100_81;;decision;1;4;regulation;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres1-100_81;;proposal ;1;3;drafting of EU law;MT 1011 European Union law;10 EUROPEAN UNION;
EU_en_Pres1-100_81;;loan;1;2;credit;MT 2416 financial institutions and credit;24 FINANCE;
EU_en_Pres1-100_81;;;;;;;;
EU_en_Pres1-100_82;wine|wines|alcohol|table|distillation|article|products|growing|quality|grape|strength|alcoholic|market|litres|regulation|produced|paragraph|origin|contracts;wine;1;3;alcoholic beverage;MT 6021 beverages and sugar;60 AGRI-FOODSTUFFS;
EU_en_Pres1-100_82;;wine;1;3;alcoholic beverage;MT 6021 beverages and sugar;60 AGRI-FOODSTUFFS;
EU_en_Pres1-100_82;;alcohol;1;3;alcoholic beverage;MT 6021 beverages and sugar;60 AGRI-FOODSTUFFS;
EU_en_Pres1-100_82;;distillation;1;2;food technology;MT 6036 food technology;60 AGRI-FOODSTUFFS;
EU_en_Pres1-100_82;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres1-100_82;;grape;1;2;fruit;MT 6006 plant product;60 AGRI-FOODSTUFFS;
EU_en_Pres1-100_82;;alcohol;1;3;alcoholic beverage;MT 6021 beverages and sugar;60 AGRI-FOODSTUFFS;
EU_en_Pres1-100_82;;marketing;1;1;marketing;MT 2031 marketing;20 TRADE;
EU_en_Pres1-100_82;;regulation;1;3;legislation;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres1-100_82;;contract;1;2;civil law;MT 1211 civil law;12 LAW;
EU_en_Pres1-100_82;;;;;;;;
EU_en_Pres1-100_83;varieties|list|product|vine|class|variety|authorised|apples|de|description|recommended|und|nr|annex|andere|cct|ii|democratic|countries;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres1-100_83;;vine;1;2;land use;MT 5621 cultivation of agricultural land;56 AGRICULTURE, FORESTRY AND FISHERIES;
EU_en_Pres1-100_83;;apple;1;2;fruit;MT 6006 plant product;60 AGRI-FOODSTUFFS;
EU_en_Pres1-100_83;;recommendation;1;2;international instrument;MT 0806 international affairs;08 INTERNATIONAL RELATIONS;
EU_en_Pres1-100_83;;CCT;1;2;common tariff policy;MT 2011 tariff policy;20 TRADE;
EU_en_Pres1-100_83;;democratization;1;4;government policy;MT 0436 executive power and public service;04 POLITICS;
EU_en_Pres1-100_83;;in country;2;4;euro area;MT 2406 monetary relations;24 FINANCE;
EU_en_Pres1-100_83;;vine variety;2;2;land use;MT 5621 cultivation of agricultural land;56 AGRICULTURE, FORESTRY AND FISHERIES;
EU_en_Pres1-100_83;;;;;;;;
EU_en_Pres1-100_84;tariff|customs|duties|common|community|duty|products|falling|subheading|countries|january|suspension|free|magnesium|autonomous|states|unwrought|imported|third;tariff;1;3;fixing of prices;MT 2451 prices;24 FINANCE;
EU_en_Pres1-100_84;;customs;1;2;customs regulations;MT 2011 tariff policy;20 TRADE;
EU_en_Pres1-100_84;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres1-100_84;;in country;2;4;euro area;MT 2406 monetary relations;24 FINANCE;
EU_en_Pres1-100_84;;magnesium;1;3;non-ferrous metal;MT 6816 iron, steel and other metal industries;68 INDUSTRY;
EU_en_Pres1-100_84;;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres1-100_84;;import;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres1-100_84;;customs duties;2;2;customs tariff;MT 2011 tariff policy;20 TRADE;
EU_en_Pres1-100_84;;;;;;;;
EU_en_Pres1-100_85;amounts|compensatory|monetary|regulation|eec|amount|competent|authorities|conditions|subheading|subject|third|entry|determined|countries|imports|granted|currencies|weight;regulation;1;3;legislation;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres1-100_85;;EEC;1;2;European Communities;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres1-100_85;;author;1;2;arts;MT 2831 culture and religion;28 SOCIAL QUESTIONS;
EU_en_Pres1-100_85;;in country;2;4;euro area;MT 2406 monetary relations;24 FINANCE;
EU_en_Pres1-100_85;;import;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres1-100_85;;currency;1;2;money market;MT 2411 monetary economics;24 FINANCE;
EU_en_Pres1-100_85;;compensatory amount;2;3;agri-monetary policy;MT 5606 agricultural policy;56 AGRICULTURE, FORESTRY AND FISHERIES;
EU_en_Pres1-100_85;;;;;;;;
EU_en_Pres1-100_86;goods|customs|duties|processing|import|origin|authorities|taxes|products|country|free|imported|recommended|importation|practice|temporary|exportation|national|annex;customs;1;2;customs regulations;MT 2011 tariff policy;20 TRADE;
EU_en_Pres1-100_86;;import;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres1-100_86;;author;1;2;arts;MT 2831 culture and religion;28 SOCIAL QUESTIONS;
EU_en_Pres1-100_86;;tax;1;1;tax;MT 2446 taxation;24 FINANCE;
EU_en_Pres1-100_86;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres1-100_86;;in country;2;4;euro area;MT 2406 monetary relations;24 FINANCE;
EU_en_Pres1-100_86;;import;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres1-100_86;;recommendation;1;2;international instrument;MT 0806 international affairs;08 INTERNATIONAL RELATIONS;
EU_en_Pres1-100_86;;import;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres1-100_86;;export;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres1-100_86;;nationalism;1;2;political ideology;MT 0406 political framework;04 POLITICS;
EU_en_Pres1-100_86;;origin of goods;3;2;international trade;MT 2021 international trade;20 TRADE;
EU_en_Pres1-100_86;;customs duties;2;2;customs tariff;MT 2011 tariff policy;20 TRADE;
EU_en_Pres1-100_86;;;;;;;;
EU_en_Pres1-100_87;securities|member|authorities|directive|State|company|quotation|competent|states|ciuts|investment|official|public|admission|assets|companies|stock|shares|units;securities;1;2;financial market;MT 2421 free movement of capital;24 FINANCE;
EU_en_Pres1-100_87;;author;1;2;arts;MT 2831 culture and religion;28 SOCIAL QUESTIONS;
EU_en_Pres1-100_87;;directive;1;4;regulation;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres1-100_87;;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres1-100_87;;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres1-100_87;;investment;1;1;investment;MT 2426 financing and investment;24 FINANCE;
EU_en_Pres1-100_87;;publication;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres1-100_87;;admissibility;1;2;judicial proceedings;MT 1221 justice;12 LAW;
EU_en_Pres1-100_87;;stock;1;2;storage;MT 2036 distributive trades;20 TRADE;
EU_en_Pres1-100_87;;share;1;3;securities;MT 2421 free movement of capital;24 FINANCE;
EU_en_Pres1-100_87;;security of the State;4;2;offence;MT 1216 criminal law;12 LAW;
EU_en_Pres1-100_87;;security of the State;4;2;offence;MT 1216 criminal law;12 LAW;
